rating,review
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent Service and Cheap World Calling with Quality Calls without Data
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very good! Convenient and economic!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Good service with a fair pricing and good quality. Just had it for one week, but if it continues like this I'm impressed.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                The system was made easy.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Professional and positive fast help from them customer service. Very good line quality, fast connection even in the busy ""Corona virus"" time, and ofcourse very competitive price. I recommend Rebtel.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                If you need to talk to distance countries.. would definitely recomand
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                This app's services and product are reliable, affordable and the service team is highly helpful and super honest and responsive.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Very very bad ,  application,  please everyone don't use rebtel,  worsted app's
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Quality, ease of use, fair pricing, That's what you need and that's what you get!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Gracias por su atencion a nosotros como clientes
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                aplication doesn't work, I put my credit card for a free period but I'm unable to call. Doesn't work and it seems like an scam.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great rates.!!! Crystal clear calls.!!!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                My cell phone carrier wanted to charge me an exorbitant amount of money to call out of the USA.  Rebtel is so much less expensive and I have unlimited calling.  No cards to hassle with, excellent service and the website is very easy to navigate through.  Communication is very good via email but you can not pick up the phone and call someone, at least I have not figured out how, but then I have been able to work my way through the website with out pulling my hair out.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent network
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                An fantastic service, and very easy to use.  To very good prices
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great price. Very clear.
            </p>"
